square_footage,rooms,bathrooms,construction_year,renovation_year,zip_code,floors,broadband,hoa_fee,price
1697.0,6,2.5,2003,2015.0,30301,1,0,63.8,283099.0
1942.0,6,2.5,2002,,30030,2,1,115.87,332929.0
2672.0,3,3.0,2012,1997.0,30318,1,1,70.46,371776.0
2443.0,7,3.0,2018,2009.0,30318,1,0,59.12,398443.0
2521.0,3,1.5,1961,1991.0,30338,1,1,108.72,259008.0
2184.0,7,3.0,1970,1981.0,30080,1,1,62.85,316150.0
1727.0,3,2.5,1952,1997.0,30301,2,1,57.62,194639.0
3093.0,7,1.0,1954,,30144,1,1,41.19,211189.0
1781.0,6,1.5,1957,,30338,1,1,50.39,158000.0
2451.0,4,1.0,1999,,30328,2,1,52.97,299366.0
2133.0,7,3.5,1993,1987.0,30301,2,1,93.63,333421.0
2538.0,4,2.5,1952,,30030,1,1,44.43,233543.0
1837.0,3,3.0,1980,,30030,2,1,19.26,275450.0
2832.0,3,1.0,1957,2019.0,30338,2,1,84.1,308763.0
3027.0,7,3.0,1964,1995.0,30080,2,1,55.98,367744.0
2795.0,4,2.5,1954,2018.0,30080,2,1,74.51,323202.0
2295.0,7,3.5,1988,,30080,2,1,113.47,358795.0
1939.0,3,2.5,1955,,30309,2,1,77.15,192884.0
3893.0,3,3.0,2006,1983.0,30030,1,1,120.29,542993.0
1605.0,7,2.5,2017,,30301,2,1,72.96,317035.0
2729.0,3,2.5,2011,1980.0,30338,1,1,105.21,376277.0
2400.0,6,3.5,2009,1986.0,30305,2,1,58.58,421261.0
2162.0,4,2.5,2004,,30309,1,0,78.23,301903.0
2311.0,5,3.0,2015,,30030,1,1,47.01,369856.0
1894.0,3,1.0,2013,,30318,2,0,50.57,213829.0
2456.0,4,3.0,1965,2004.0,30080,1,1,68.26,284018.0
2390.0,6,3.5,1993,,30301,1,1,35.14,346633.0
3807.0,5,3.0,1972,1991.0,30144,2,0,79.78,361991.0
2842.0,5,2.5,2010,1996.0,30030,2,1,65.92,437916.0
2510.0,7,2.5,1950,2022.0,30318,1,1,82.04,383079.0
2545.0,5,3.0,1980,2010.0,30301,2,1,35.6,315885.0
3304.0,7,2.0,1977,1981.0,30301,1,1,96.05,352971.0
1618.0,6,3.5,2011,1981.0,30318,2,1,125.93,313226.0
2090.0,5,2.0,1971,,30338,2,0,119.6,231959.0
1056.0,4,1.5,2014,1988.0,30328,1,1,132.12,229691.0
2535.0,4,3.0,1985,1997.0,30309,2,1,76.27,393961.0
2709.0,7,2.5,1999,,30338,2,0,64.43,433114.0
1603.0,4,2.0,1988,,30338,1,1,89.63,213582.0
3061.0,6,2.0,1981,2005.0,30318,1,0,67.85,354880.0
1769.0,3,3.5,1971,2000.0,30309,2,1,22.79,318658.0
1995.0,4,2.5,1970,2008.0,30318,2,1,99.58,180519.0
2272.0,7,3.5,1996,,30030,1,1,67.97,409086.0
3157.0,5,2.0,1973,2002.0,30338,2,0,30.98,382611.0
1685.0,7,2.5,2012,1991.0,30305,1,1,59.75,418009.0
2375.0,4,2.0,1959,,30144,1,1,68.65,139883.0
2665.0,6,2.5,1965,,30305,2,1,75.35,331997.0
2541.0,7,1.5,1953,1986.0,30030,2,1,75.72,281940.0
2563.0,7,1.0,2012,1984.0,30301,2,1,116.07,326238.0
2657.0,5,2.5,1979,,30309,2,1,36.34,362375.0
1867.0,6,3.0,1952,1995.0,30338,1,1,70.44,282526.0
3213.0,7,2.5,1953,2015.0,30080,2,1,48.63,421447.0
2133.0,7,2.5,2016,,30338,2,1,112.69,391262.0
2054.0,7,2.5,2013,,30301,1,1,58.16,378312.0
3009.0,3,2.5,1969,,30144,2,1,64.69,254876.0
1822.0,5,3.0,1996,,30309,1,1,106.49,340340.0
2392.0,6,3.0,1968,,30318,1,1,114.74,326215.0
1766.0,6,3.0,2010,1980.0,30301,1,1,119.18,316313.0
3712.0,3,2.0,2001,,30030,1,1,25.71,485271.0
3585.0,5,2.5,1981,1994.0,30328,2,1,89.49,422967.0
2134.0,3,3.0,2016,2011.0,30305,2,1,83.1,389944.0
2512.0,3,3.5,1966,2007.0,30338,1,1,73.46,342416.0
2203.0,3,2.5,2021,,30305,2,1,77.0,403618.0
1991.0,7,2.5,1970,,30328,2,1,113.57,260757.0
2272.0,4,3.0,2013,,30338,1,1,106.16,358854.0
2176.0,5,3.5,2011,,30080,2,1,101.91,364349.0
1288.0,4,2.5,1990,,30030,2,1,81.21,234007.0
2358.0,7,2.0,1958,1986.0,30338,1,1,143.12,301553.0
2175.0,7,3.0,2004,2004.0,30301,1,0,62.98,386962.0
2387.0,6,3.0,2000,,30309,2,1,26.52,388259.0
2153.0,7,1.5,2012,,30338,1,1,67.04,358208.0
1984.0,3,2.0,1966,,30328,1,1,76.73,143752.0
2725.0,7,2.5,1967,1982.0,30328,1,1,114.1,382586.0
2520.0,5,3.0,1975,,30030,1,1,59.67,348653.0
3038.0,5,3.0,1976,,30144,2,1,89.74,408527.0
2497.0,3,2.0,1950,,30328,1,1,30.68,233985.0
2081.0,7,2.0,1961,,30305,1,1,107.44,277447.0
2570.0,3,3.0,1984,,30318,2,1,77.05,312585.0
1012.0,7,1.5,2019,1991.0,30309,2,1,66.58,294078.0
3462.0,6,2.5,1959,,30328,2,1,138.95,401173.0
2365.0,6,2.5,1967,1996.0,30338,2,1,107.1,333362.0
3511.0,3,2.0,2011,1994.0,30328,1,1,43.8,395743.0
1678.0,6,3.0,1952,2008.0,30338,2,1,71.72,267383.0
1529.0,7,1.5,1957,2014.0,30309,1,0,157.09,232821.0
2419.0,4,3.0,2014,,30305,1,1,134.36,453263.0
2418.0,5,2.5,1968,,30080,1,1,102.69,251991.0
2403.0,3,2.5,1972,1992.0,30318,2,1,19.59,248130.0
2311.0,5,3.0,1951,1983.0,30305,2,1,114.96,306279.0
1823.0,6,2.0,1979,2014.0,30144,1,0,55.94,222858.0
1309.0,4,3.0,2021,,30301,1,1,114.71,267551.0
2370.0,6,2.0,2020,1982.0,30318,2,1,53.32,355697.0
1430.0,3,3.5,1996,,30030,2,1,89.66,254416.0
1374.0,6,1.0,1998,1989.0,30318,2,1,55.79,209538.0
1972.0,5,2.5,1996,,30080,2,0,64.1,261666.0
2458.0,4,2.0,2000,,30318,1,1,93.67,333993.0
3393.0,4,2.5,1987,,30338,1,1,35.43,383672.0
2788.0,4,1.5,1964,,30318,2,1,146.17,255076.0
3060.0,6,2.0,2012,,30328,2,1,44.18,485570.0
2592.0,6,1.5,2013,1996.0,30328,1,1,42.51,395893.0
2420.0,5,1.0,1960,2002.0,30144,2,1,93.75,297602.0
3703.0,3,3.0,1956,,30030,1,0,113.76,360509.0
1406.0,4,2.5,2007,,30318,2,1,65.29,216970.0
1952.0,7,1.0,1953,,30318,2,1,42.86,173940.0
1999.0,5,3.5,2008,2011.0,30318,2,1,47.33,326608.0
2736.0,5,3.0,2020,2008.0,30030,1,1,44.1,440242.0
1613.0,4,2.0,1952,,30338,1,1,84.25,149887.0
2658.0,7,2.5,2007,,30328,2,1,72.9,417655.0
2548.0,4,2.5,1959,2003.0,30318,2,1,87.77,282119.0
2688.0,6,2.5,1970,2014.0,30318,1,1,85.95,384899.0
2677.0,6,3.0,1989,,30328,1,1,99.73,379033.0
3123.0,4,2.5,1998,,30080,2,1,62.7,393471.0
2170.0,3,3.5,1956,,30144,2,0,52.85,127602.0
2518.0,4,3.0,1957,,30301,2,1,79.69,242595.0
1758.0,4,3.5,1970,1999.0,30309,1,1,73.35,252564.0
1621.0,6,2.5,1999,2007.0,30030,1,1,82.59,319625.0
3259.0,5,3.0,1979,,30305,1,1,53.65,396170.0
1713.0,5,3.0,1969,1984.0,30338,1,1,94.27,297912.0
2585.0,5,3.0,1961,1981.0,30318,1,1,39.65,252559.0
2519.0,7,1.0,2019,1999.0,30305,1,1,61.79,460628.0
2905.0,7,1.5,2000,2019.0,30328,1,1,108.87,463595.0
1205.0,3,2.0,2020,,30328,2,1,41.06,258853.0
2735.0,7,2.0,1985,2005.0,30030,1,1,106.51,408816.0
2165.0,4,3.5,2008,,30080,2,1,32.73,385521.0
1840.0,6,3.0,1996,,30144,1,1,27.44,332456.0
2050.0,7,1.5,1987,1987.0,30318,2,1,30.18,287840.0
2822.0,5,2.5,1984,,30030,2,1,78.5,386120.0
2639.0,6,2.0,1986,,30080,2,1,96.89,310396.0
2123.0,5,3.0,1979,,30144,2,1,113.78,213611.0
1517.0,3,3.5,1996,,30338,1,1,111.39,260023.0
1559.0,3,2.0,1985,,30309,1,1,100.88,211372.0
2652.0,4,2.5,2019,,30318,1,0,50.05,324425.0
1433.0,7,3.5,2014,,30305,2,1,49.78,393783.0
2129.0,4,3.0,1983,,30305,1,0,98.63,288502.0
3809.0,5,3.0,1978,,30309,2,1,117.64,483901.0
2476.0,5,2.0,2004,,30328,2,1,44.07,356600.0
2645.0,4,2.0,1996,1990.0,30080,1,1,113.82,319187.0
1563.0,5,3.0,1966,,30309,2,1,17.39,278400.0
1464.0,6,1.5,2010,,30305,2,1,86.7,313194.0
2677.0,7,3.0,1999,2010.0,30305,2,1,71.89,492317.0
2031.0,6,3.0,1994,,30305,1,1,68.87,329213.0
2904.0,7,2.0,2006,,30318,1,1,75.94,406489.0
2286.0,5,2.5,1966,1999.0,30318,2,1,49.39,306562.0
4334.0,6,3.0,2007,1989.0,30318,1,1,88.38,523523.0
1917.0,3,3.5,1958,,30309,2,1,76.82,232273.0
2433.0,3,2.0,2007,1992.0,30328,2,1,103.06,355750.0
1724.0,7,3.0,1992,,30338,1,1,122.71,313231.0
2879.0,6,2.0,1991,1982.0,30301,1,1,78.81,368503.0
2524.0,3,3.5,2002,2005.0,30144,2,1,50.44,308883.0
1683.0,5,3.0,1972,2014.0,30309,2,1,40.86,285387.0
2070.0,7,2.0,2005,1980.0,30305,1,1,125.95,341175.0
3083.0,3,3.0,1951,,30305,2,1,122.11,308369.0
3011.0,5,3.0,1999,2012.0,30328,2,1,101.62,491202.0
1411.0,7,3.0,2007,1992.0,30328,2,0,76.8,347480.0
1980.0,7,2.0,1950,,30301,1,1,99.45,194781.0
3353.0,4,3.0,2000,,30328,2,1,114.13,450968.0
2160.0,7,3.0,2005,2002.0,30305,2,1,56.46,408631.0
2370.0,6,2.0,1987,,30144,1,1,75.89,255298.0
2876.0,5,2.0,1993,2018.0,30309,2,1,41.81,445609.0
1461.0,6,3.0,1954,,30144,1,1,71.13,182059.0
1696.0,7,2.5,2021,,30338,1,1,121.33,428997.0
2066.0,4,2.5,2019,,30144,1,0,107.36,248024.0
2983.0,3,3.0,2005,,30328,2,1,79.05,436855.0
2872.0,6,1.5,1951,,30305,2,1,0.0,320332.0
2692.0,3,3.0,1980,1992.0,30338,1,1,55.33,314914.0
2177.0,6,2.5,2008,,30328,2,1,78.07,356264.0
2938.0,4,1.0,1998,,30080,2,1,68.52,331157.0
2168.0,6,3.5,2015,2004.0,30318,2,1,75.98,457029.0
2607.0,6,3.0,1994,,30305,2,0,82.28,411075.0
2807.0,3,2.0,2001,,30305,2,1,58.99,356164.0
3278.0,3,3.5,1974,,30030,1,1,74.77,380655.0
2226.0,6,3.5,2008,2020.0,30309,1,0,70.52,391956.0
2042.0,5,3.0,1988,,30030,1,1,53.9,316155.0
3037.0,3,1.5,2007,2015.0,30305,2,0,130.39,411050.0
3083.0,7,2.0,1964,,30301,1,1,60.71,316971.0
1934.0,4,3.0,1969,2002.0,30030,1,0,7.37,164102.0
1597.0,7,3.5,1956,,30318,2,1,128.5,238159.0
2991.0,3,2.0,1998,1996.0,30338,1,1,49.61,344456.0
1275.0,4,2.5,2002,,30301,2,1,102.0,202925.0
1244.0,5,2.0,1970,1993.0,30305,1,1,54.57,168565.0
2099.0,5,2.5,1977,,30301,1,1,92.08,264461.0
2261.0,6,2.5,1991,,30309,2,1,73.56,362890.0
1564.0,3,1.0,2004,1997.0,30309,1,1,105.01,250915.0
2333.0,4,2.5,1971,,30318,1,1,68.59,277050.0
2360.0,4,2.5,1985,,30309,2,1,55.34,324981.0
1912.0,5,2.5,1963,,30328,1,1,82.71,210433.0
3420.0,7,3.0,2008,2000.0,30144,1,1,63.53,431137.0
2458.0,5,1.5,2012,1998.0,30301,2,1,17.12,343428.0
2877.0,7,1.5,2003,2010.0,30144,1,1,56.95,299176.0
1326.0,4,2.5,2008,,30318,1,1,161.06,290204.0
1321.0,4,2.5,2005,,30338,2,1,20.36,270795.0
2476.0,3,2.0,2010,,30030,1,1,82.23,336988.0
3313.0,4,3.5,1980,,30030,1,1,67.71,367455.0
1594.0,4,2.0,1964,2005.0,30144,2,1,130.09,165938.0
2286.0,4,2.0,2019,,30144,2,1,41.67,284585.0
1459.0,6,3.0,1950,,30301,2,1,78.04,171357.0
1769.0,5,3.5,1979,,30318,1,1,95.59,195062.0
2316.0,6,2.5,2002,,30328,2,1,69.62,371650.0
1904.0,3,1.0,2007,2006.0,30328,2,1,51.97,252001.0
1417.0,7,2.0,1999,,30144,2,1,74.33,229933.0
1403.0,3,2.0,1985,,30338,1,1,65.72,166574.0
1068.0,3,2.5,2016,,30318,1,1,65.63,216099.0
2486.0,5,3.0,1966,2010.0,30144,1,1,102.92,319500.0
2559.0,6,2.0,1960,,30030,1,0,87.09,259953.0
2556.0,4,2.5,1995,,30080,1,1,91.55,283549.0
1654.0,3,3.0,1973,,30338,1,1,84.91,146837.0
2804.0,7,2.0,1983,,30301,2,1,103.8,345655.0
2624.0,7,2.0,1982,1997.0,30144,1,1,114.13,264669.0
2204.0,6,3.0,1969,1991.0,30030,2,1,66.4,362014.0
2106.0,4,1.0,2021,2018.0,30305,2,1,99.58,342586.0
1811.0,5,2.0,1977,2005.0,30309,1,1,36.11,303772.0
2315.0,6,1.0,1998,2002.0,30318,1,1,7.41,350031.0
3170.0,5,2.5,1961,2002.0,30309,2,1,129.79,393219.0
2883.0,3,2.5,2021,2009.0,30338,1,1,65.0,403590.0
2046.0,7,2.5,2021,,30328,1,1,82.57,448027.0
2523.0,7,2.5,1954,,30305,1,1,38.24,316487.0
1539.0,3,2.5,1996,2022.0,30030,1,1,36.86,274098.0
2638.0,6,2.0,1992,2012.0,30309,2,1,53.61,452291.0
1701.0,7,3.0,1962,,30305,1,1,94.29,283306.0
2614.0,5,3.5,2005,2006.0,30144,1,1,59.5,351015.0
3981.0,3,2.5,2005,1998.0,30309,2,1,64.93,575018.0
1858.0,6,2.0,2010,,30309,2,1,52.66,363593.0
3954.0,7,3.0,1993,,30030,1,1,109.97,572532.0
2494.0,4,2.0,2000,1992.0,30030,1,1,101.06,340626.0
1750.0,3,2.0,2002,,30305,1,1,60.48,289833.0
1723.0,4,3.5,2005,2007.0,30301,1,1,95.52,268846.0
3619.0,7,2.0,1992,2015.0,30080,2,1,67.64,414186.0
2496.0,5,1.5,2003,2012.0,30328,1,1,64.87,379077.0
1860.0,3,2.5,1954,,30328,2,1,73.51,144147.0
2078.0,5,2.5,1994,,30318,1,1,94.3,262017.0
2458.0,7,2.5,1964,,30338,1,1,48.23,345283.0
2195.0,3,2.0,1979,,30030,1,1,90.07,273865.0
2408.0,5,3.0,2005,,30301,2,1,149.93,352405.0
3264.0,4,2.0,1958,1991.0,30309,2,1,80.49,294771.0
1523.0,3,3.5,2004,,30144,1,1,76.07,235040.0
2587.0,5,2.0,1968,1993.0,30305,2,0,72.47,335958.0
2156.0,6,1.0,2004,,30144,1,1,89.35,276069.0
1901.0,6,2.5,2005,,30318,2,1,26.69,340234.0
2843.0,3,2.0,1951,,30305,1,1,126.03,244283.0
1323.0,3,2.5,1966,2006.0,30338,1,1,104.44,159179.0
780.0,5,2.0,2007,,30338,2,1,55.66,175732.0
2335.0,4,2.5,1974,2021.0,30318,1,1,75.95,278920.0
2117.0,4,2.0,1981,1999.0,30080,2,1,58.28,261802.0
1388.0,5,2.5,1951,,30301,1,1,83.98,141373.0
1174.0,6,1.5,1999,2006.0,30305,1,1,76.84,264433.0
3358.0,5,2.0,1956,2020.0,30338,1,1,81.86,351403.0
2478.0,7,2.0,1969,,30338,1,1,44.15,264258.0
2212.0,3,3.0,1984,,30030,1,1,60.55,276666.0
3517.0,5,3.0,2005,2010.0,30080,1,1,109.38,418585.0
2813.0,5,2.0,1985,,30144,1,1,58.99,290697.0
3262.0,6,1.5,2020,1986.0,30328,2,1,0.0,460422.0
1492.0,5,1.0,1987,1980.0,30328,2,1,70.48,243222.0
1470.0,7,2.0,1968,,30144,2,1,147.34,156985.0
2570.0,7,2.5,1963,1986.0,30144,2,1,100.47,332298.0
2449.0,6,2.0,2006,,30301,2,1,57.48,376038.0
2950.0,4,3.5,1983,,30328,1,1,73.48,355151.0
1222.0,4,3.0,1993,,30144,2,0,95.4,230523.0
2622.0,5,1.5,1976,2015.0,30301,1,1,22.31,317227.0
2794.0,5,2.0,1969,1998.0,30144,2,1,49.32,287938.0
2762.0,3,1.0,1993,,30030,1,0,86.95,292055.0
1956.0,4,1.5,1971,2005.0,30305,2,1,122.83,267106.0
2511.0,7,2.5,2021,,30338,1,1,61.82,460701.0
1735.0,5,1.5,2002,,30318,2,1,122.01,238961.0
2024.0,7,1.5,2009,,30318,1,1,52.37,324588.0
1574.0,4,1.5,1970,2021.0,30338,1,1,0.0,210918.0
1745.0,7,3.0,1952,,30030,1,0,97.31,232739.0
2055.0,7,1.0,1953,,30144,2,1,91.21,195166.0
1905.0,4,3.5,2011,2007.0,30318,1,1,97.09,326857.0
1745.0,6,2.0,2012,,30305,1,1,95.91,324197.0
1420.0,7,2.0,1998,2000.0,30080,2,1,80.75,243023.0
3377.0,6,2.5,1992,,30318,1,1,67.24,393848.0
1900.0,7,2.5,1965,2006.0,30030,2,0,68.38,316132.0
2398.0,3,2.5,2004,1982.0,30080,1,1,61.19,281182.0
1145.0,3,2.5,1987,,30301,1,1,62.99,149822.0
3015.0,3,2.0,1993,1988.0,30318,1,1,20.67,341132.0
2300.0,4,2.0,1951,1985.0,30301,1,1,38.57,217530.0
1934.0,6,1.0,1987,1989.0,30338,2,1,70.1,266975.0
1939.0,7,3.0,1999,,30080,2,1,7.77,305135.0
2722.0,5,2.5,2005,2018.0,30338,1,1,14.76,415344.0
600.0,5,3.0,1960,,30309,1,1,64.97,96679.0
1705.0,7,3.5,1952,,30144,1,1,71.15,190634.0
2129.0,5,2.5,2011,,30301,2,1,65.6,370797.0
2122.0,5,3.0,1972,1989.0,30305,2,1,3.6,331268.0
3703.0,3,2.5,1984,2012.0,30318,1,1,121.57,398651.0
1997.0,4,2.5,1995,,30144,2,1,31.91,238485.0
2794.0,6,2.5,1985,,30144,1,1,50.46,353520.0
3287.0,6,2.0,2017,,30338,1,1,37.15,474420.0
2602.0,5,2.0,2010,,30144,2,1,113.97,324145.0
1796.0,6,2.5,1978,,30144,1,1,87.64,233090.0
1429.0,6,1.5,1963,,30338,1,1,60.8,170311.0
2647.0,3,2.0,2020,,30305,1,1,58.69,387779.0
3187.0,7,3.0,2000,,30144,2,1,80.39,380171.0
2528.0,6,2.5,2004,2022.0,30338,2,1,37.6,417057.0
2940.0,4,1.0,1983,1993.0,30305,2,1,86.42,367388.0
3755.0,4,1.5,1984,,30080,1,1,58.54,407204.0
2702.0,7,3.5,1963,,30318,1,1,90.59,299711.0
1540.0,4,3.5,1980,,30080,2,1,89.57,267762.0
2231.0,3,2.5,1989,,30309,2,1,57.19,302003.0
3022.0,3,2.0,1959,,30301,1,1,13.42,281570.0
2051.0,4,2.0,1995,,30328,1,1,67.6,263327.0
3103.0,6,2.0,1994,1989.0,30328,2,1,31.52,387295.0
2160.0,5,3.0,2010,2008.0,30080,2,1,77.36,304305.0
2401.0,6,2.5,1953,,30305,1,1,67.3,268176.0
1990.0,4,3.0,1966,,30144,1,1,57.36,204272.0
2296.0,4,2.0,1980,,30305,1,1,36.13,283668.0
2327.0,5,3.0,2013,2008.0,30144,1,1,110.6,312848.0
1235.0,6,2.5,1967,1998.0,30030,1,1,61.39,248698.0
1935.0,5,2.5,2019,,30318,1,1,145.6,334477.0
1460.0,6,2.5,2018,1991.0,30144,1,0,76.05,257056.0
1956.0,3,2.5,1956,,30318,2,1,85.55,261354.0
1723.0,5,3.0,1976,2001.0,30338,2,1,76.18,275422.0
2807.0,5,2.5,1968,,30301,1,1,85.25,279398.0
2814.0,3,3.5,1985,,30301,2,1,107.78,349468.0
2536.0,4,2.0,2016,,30318,2,1,108.13,385181.0
1439.0,4,2.0,1977,2014.0,30309,1,1,22.0,236796.0
2141.0,5,2.0,1997,,30309,1,1,100.66,338117.0
1392.0,3,1.0,1959,2001.0,30318,2,1,89.91,170225.0
2112.0,4,3.0,1991,1992.0,30338,1,1,76.08,337646.0
2588.0,7,1.5,1975,,30305,1,1,126.38,337975.0
2795.0,3,2.0,2016,,30030,2,1,127.58,387941.0
2484.0,7,2.0,2006,,30080,2,1,102.14,381742.0
2955.0,5,3.0,1965,1988.0,30080,1,1,58.69,310459.0
2356.0,3,3.5,1994,2004.0,30305,1,1,39.23,379643.0
2060.0,5,3.0,1974,2000.0,30080,1,1,97.63,281643.0
2724.0,5,2.0,1981,,30305,1,1,115.79,421707.0
2744.0,4,2.5,1983,1981.0,30301,1,1,14.14,351319.0
1885.0,4,2.0,2009,,30030,1,1,107.59,274774.0
2427.0,6,3.5,1970,2010.0,30030,1,1,67.35,366620.0
2023.0,3,1.5,1950,2016.0,30305,1,1,20.73,160578.0
995.0,7,3.5,1963,,30318,1,1,89.08,121296.0
2464.0,4,3.0,2009,1999.0,30318,2,0,102.28,353446.0
1423.0,4,3.0,1971,,30030,2,0,64.46,151786.0
2397.0,3,3.0,1954,,30328,1,1,43.28,276422.0
1279.0,7,2.0,1978,,30338,2,1,126.36,254891.0
1768.0,4,2.0,2012,,30301,1,1,54.94,263187.0
1940.0,7,2.0,2012,,30144,2,0,109.78,278469.0
2921.0,4,2.0,2018,2007.0,30338,2,1,29.61,465928.0
1880.0,3,3.0,1999,,30030,1,1,87.48,337119.0
1555.0,5,2.5,2008,2009.0,30328,1,1,86.63,270196.0
2419.0,5,3.0,2005,1981.0,30309,1,1,101.2,381041.0
2070.0,5,3.0,1951,,30030,1,1,119.79,220472.0
2674.0,7,2.0,1980,1981.0,30309,1,1,50.59,399053.0
1593.0,5,2.0,1987,,30305,2,1,90.62,239986.0
2327.0,6,2.5,1983,1987.0,30328,2,1,34.0,357995.0
3682.0,4,1.5,2009,2009.0,30318,1,1,33.66,490905.0
2056.0,3,3.0,2020,,30144,1,1,57.65,243905.0
2312.0,5,3.0,1989,,30338,2,0,87.28,310265.0
1203.0,5,3.0,1956,,30318,2,1,125.31,109666.0
1688.0,5,2.5,1975,2012.0,30301,2,1,130.77,227970.0
2476.0,6,3.0,1964,2006.0,30318,2,1,64.35,331007.0
2002.0,7,2.5,1983,1995.0,30305,1,1,84.17,318711.0
2569.0,3,3.5,1966,,30305,2,1,103.29,322405.0
2455.0,3,3.0,1955,2005.0,30309,1,1,97.96,306346.0
1409.0,4,3.0,1962,,30338,2,1,69.92,180948.0
2809.0,5,1.5,1985,2016.0,30301,1,1,77.28,330308.0
1454.0,3,3.0,1960,,30305,1,1,71.69,148776.0
1741.0,3,2.0,1952,,30301,2,1,68.75,121182.0
2338.0,5,2.5,1970,,30144,2,1,64.76,229666.0
3140.0,4,2.5,1996,1990.0,30144,2,1,71.41,348209.0
1598.0,7,2.0,1995,1980.0,30309,2,1,62.83,265144.0
2289.0,5,1.5,1978,2004.0,30328,2,1,40.94,314810.0
2294.0,7,2.0,1997,,30309,1,1,100.88,363152.0
2594.0,6,3.0,1963,,30328,1,1,90.49,314522.0
2910.0,5,3.0,2002,1989.0,30328,1,1,131.3,385841.0
1958.0,7,3.5,1951,1988.0,30309,2,1,86.09,315169.0
2807.0,7,3.0,1959,,30338,1,0,62.49,335496.0
2998.0,5,2.5,2016,2012.0,30301,1,1,56.21,433208.0
3270.0,7,3.0,1983,2009.0,30338,2,1,76.42,445166.0
2501.0,4,2.5,1990,1981.0,30030,2,1,91.59,356650.0
2294.0,4,2.0,1978,1987.0,30301,1,1,67.66,285188.0
1915.0,6,3.5,1996,,30030,1,1,30.89,339536.0
1325.0,6,3.5,2003,,30030,1,1,52.83,309742.0
2033.0,4,1.5,2006,,30144,2,1,75.54,187228.0
2267.0,6,3.0,1967,,30080,2,1,97.21,250742.0
2134.0,5,1.5,1995,1984.0,30301,1,1,30.43,279827.0
2559.0,5,3.5,2006,2000.0,30301,2,1,82.95,417373.0
1327.0,7,2.5,1979,,30305,1,1,81.63,230854.0
2091.0,3,2.0,1977,1987.0,30338,2,1,61.45,315231.0
3397.0,5,3.0,1995,2021.0,30030,1,1,57.39,504354.0
2797.0,4,2.5,1991,,30338,1,1,52.91,317644.0
2570.0,5,1.5,1968,,30309,2,1,79.22,339363.0
2434.0,3,3.0,2018,2012.0,30305,2,1,108.8,372156.0
1981.0,3,3.0,1990,,30301,2,1,110.93,267614.0
1148.0,6,2.5,1990,2020.0,30318,1,1,41.28,215065.0
2474.0,3,3.0,1964,,30309,2,1,69.39,248987.0
731.0,5,1.0,1998,1996.0,30309,1,1,9.19,186994.0
2005.0,7,2.0,2016,,30301,1,0,78.28,326060.0
2198.0,7,3.0,2002,2004.0,30309,1,1,92.93,467695.0
1932.0,3,2.0,1986,,30080,2,1,122.13,186746.0
3503.0,7,2.5,1995,,30309,2,1,21.41,492006.0
3295.0,4,3.5,1966,,30080,1,1,42.36,324303.0
2820.0,3,3.0,1954,,30301,2,1,79.32,338954.0
1645.0,5,2.5,1996,,30338,2,0,26.45,285044.0
3353.0,5,2.5,1963,1990.0,30301,2,1,80.17,385737.0
2571.0,4,3.0,1956,2001.0,30318,1,1,93.69,307492.0
1635.0,5,3.0,2005,,30144,1,0,36.56,221653.0
2220.0,3,1.5,1981,,30030,2,1,78.98,327114.0
2775.0,4,2.5,2011,1985.0,30328,2,0,38.63,412243.0
1841.0,3,2.0,2012,2015.0,30338,2,1,116.26,299682.0
2284.0,7,1.5,1958,2003.0,30338,2,1,81.2,331553.0
2390.0,5,2.0,2005,2005.0,30080,1,1,55.8,284171.0
1539.0,5,2.5,1974,2012.0,30338,1,1,37.86,218990.0
2038.0,5,3.0,2000,,30328,2,1,86.67,340474.0
1585.0,7,3.5,1953,1998.0,30301,2,0,115.74,269210.0
2721.0,6,2.5,1983,,30144,1,1,51.85,262683.0
1655.0,6,2.5,1995,,30338,1,1,61.81,283380.0
2375.0,4,2.0,1982,2004.0,30309,1,1,52.44,319090.0
1366.0,4,2.0,1989,,30305,2,1,121.66,172947.0
1520.0,7,1.5,1950,,30338,1,0,17.74,129526.0
1491.0,7,3.5,1950,1997.0,30080,2,1,113.57,252692.0
2026.0,4,1.5,1993,,30080,1,1,63.68,193220.0
2308.0,4,3.0,1979,,30080,1,1,72.85,304591.0
2419.0,4,2.0,1991,2020.0,30144,1,1,64.78,285914.0
1137.0,6,2.5,1975,,30338,1,1,82.19,198085.0
2099.0,7,3.0,1950,1994.0,30144,2,0,53.11,237809.0
1750.0,7,3.5,2000,1999.0,30301,2,1,106.75,304952.0
2521.0,7,2.0,1959,,30318,2,1,107.97,269134.0
2039.0,4,3.5,2006,1986.0,30328,2,1,45.5,367507.0
2152.0,4,2.0,1950,2004.0,30030,1,1,95.02,224357.0
1753.0,7,3.0,2016,1981.0,30309,1,1,64.31,410737.0
3235.0,4,1.0,1968,2016.0,30309,2,1,76.55,364343.0
1430.0,4,2.5,2014,,30144,2,1,120.75,244765.0
1960.0,7,3.0,1950,,30338,2,1,54.78,265490.0
2265.0,5,3.0,1982,2000.0,30338,2,1,102.8,290106.0
2049.0,3,3.0,1980,,30305,1,1,88.71,266964.0
1742.0,7,2.0,1961,2021.0,30328,1,1,69.18,239860.0
1113.0,4,3.0,1984,1985.0,30318,1,1,86.02,125590.0
