square_footage,rooms,bathrooms,construction_year,renovation_year,zip_code,floors,broadband,lot_size,energy_efficiency,price
2366.0,3,3.0,1962,,30309,1,0,11475.0,3,355166.0
1352.0,7,2.0,1981,,30318,2,1,6465.0,4,397423.0
814.0,7,3.0,1967,,30030,2,1,13107.0,5,288225.0
2233.0,6,1.5,1958,,30305,1,1,18568.0,4,417407.0
1917.0,3,1.0,1959,,30144,2,1,10104.0,2,152579.0
2476.0,3,3.0,1987,,30318,2,1,12509.0,5,419032.0
2621.0,4,2.0,1976,,30305,2,0,15026.0,1,407975.0
2283.0,3,3.0,1957,2002.0,30301,1,1,3729.0,2,313090.0
2656.0,7,1.5,1987,,30080,1,1,9912.0,2,392054.0
2338.0,4,3.5,1961,,30305,1,0,13458.0,3,385244.0
2518.0,4,3.0,1951,1990.0,30318,1,0,2000.0,2,272243.0
1777.0,7,3.0,1959,1988.0,30030,1,1,8093.0,5,347732.0
2092.0,7,1.5,1982,1995.0,30328,2,0,16403.0,2,417790.0
2318.0,4,2.0,2018,,30309,1,1,16012.0,2,516169.0
2692.0,4,2.0,1967,2012.0,30301,2,1,13497.0,4,430761.0
1964.0,5,2.5,1970,,30030,2,1,15529.0,3,418905.0
2513.0,6,2.0,1967,,30328,1,1,12860.0,3,412765.0
2040.0,7,1.5,1975,,30301,2,0,14222.0,5,373385.0
2129.0,7,2.0,2001,2020.0,30305,1,0,10737.0,3,428552.0
2698.0,7,2.0,1973,,30338,2,1,12463.0,1,462516.0
1004.0,3,2.0,1997,,30305,2,1,9471.0,4,269686.0
1422.0,4,2.0,2014,1990.0,30318,2,1,17054.0,4,427427.0
1311.0,5,2.0,2018,1989.0,30305,1,1,18086.0,2,483513.0
800.0,3,2.5,1990,1986.0,30080,1,1,17520.0,5,273789.0
1793.0,4,2.0,2001,1987.0,30338,1,1,10368.0,2,325356.0
2650.0,3,2.0,2016,,30080,1,1,8185.0,1,394677.0
2029.0,7,2.5,2006,,30301,1,1,17108.0,1,472823.0
2319.0,3,3.0,1971,,30318,2,1,14176.0,4,373522.0
2854.0,3,2.0,1959,,30309,1,1,13314.0,2,381171.0
2997.0,3,2.5,1958,,30338,1,1,9465.0,3,390121.0
2159.0,3,3.5,2013,,30080,2,0,13703.0,4,447247.0
3012.0,5,2.5,1990,,30309,1,1,7659.0,5,520829.0
2255.0,4,3.5,1971,2005.0,30030,1,1,14536.0,3,408887.0
1698.0,7,3.0,1974,,30338,2,0,17516.0,5,444281.0
1843.0,4,1.5,1970,2014.0,30080,2,1,18524.0,2,326629.0
1312.0,5,2.5,2007,,30301,2,1,14834.0,5,401196.0
1667.0,6,3.0,1994,,30144,1,0,6472.0,2,288135.0
1985.0,6,3.5,2013,,30318,2,0,12789.0,1,397036.0
2682.0,6,2.5,1971,2007.0,30309,1,1,20559.0,4,592587.0
3232.0,4,1.5,1984,,30305,1,0,8526.0,4,475225.0
1371.0,5,2.5,1958,2014.0,30144,1,1,11763.0,5,295482.0
2436.0,7,1.5,2019,,30080,2,1,17654.0,5,539004.0
1576.0,7,3.0,1986,2018.0,30305,1,1,14469.0,1,392541.0
2485.0,6,2.5,1989,,30328,1,1,21921.0,4,593799.0
2121.0,6,3.0,1979,,30030,1,1,9069.0,4,436769.0
1101.0,7,3.0,1969,2004.0,30338,1,1,8041.0,4,290306.0
2757.0,6,2.5,2018,2013.0,30305,1,1,16897.0,1,583594.0
1837.0,7,2.5,1985,,30318,1,1,7216.0,1,348422.0
1880.0,3,3.0,1998,,30318,1,1,11213.0,4,393379.0
1558.0,4,3.0,1952,2015.0,30309,2,1,11737.0,5,365676.0
1807.0,3,3.0,1969,2003.0,30144,2,1,16144.0,1,324642.0
2457.0,3,1.0,2007,,30305,2,1,14457.0,1,392233.0
2086.0,5,2.5,1956,,30030,2,1,13828.0,3,337460.0
2397.0,4,2.0,1957,,30144,2,1,10390.0,2,205100.0
2417.0,5,3.0,2008,2010.0,30080,2,0,16860.0,5,467843.0
2992.0,5,2.5,1972,,30080,1,1,28103.0,5,580677.0
1994.0,6,2.5,1969,2022.0,30305,2,1,14765.0,3,535680.0
1314.0,7,2.0,1990,2005.0,30305,1,1,12399.0,5,421940.0
2840.0,7,2.0,1964,,30080,2,1,6809.0,2,354914.0
2001.0,4,3.0,1953,1982.0,30030,1,1,9450.0,5,347333.0
2869.0,4,2.0,1950,,30030,1,1,11145.0,3,388282.0
2430.0,6,1.5,1955,,30318,2,1,9862.0,3,287205.0
2121.0,3,3.0,1961,,30328,1,1,11936.0,1,296588.0
2409.0,5,3.0,2000,,30301,1,1,19112.0,1,519799.0
3371.0,5,2.0,1971,2018.0,30309,2,0,16989.0,1,544965.0
3446.0,3,2.0,1955,1992.0,30328,1,1,11365.0,3,433835.0
2242.0,6,3.5,1951,1998.0,30305,1,1,7167.0,1,392226.0
2296.0,4,3.0,1984,,30305,2,1,17349.0,1,474844.0
2846.0,3,2.5,2010,,30301,2,1,11804.0,4,462643.0
1693.0,6,2.0,1974,2019.0,30305,1,1,5094.0,5,374981.0
2400.0,3,2.0,1954,1992.0,30144,1,1,14850.0,1,304663.0
2184.0,6,1.0,1966,2002.0,30030,2,1,16103.0,3,490913.0
2388.0,3,3.0,1985,,30144,1,1,2296.0,5,291431.0
1700.0,5,1.0,1963,,30309,1,1,8702.0,3,269651.0
1246.0,7,1.0,2020,,30338,1,1,11558.0,1,417570.0
956.0,4,3.0,2004,,30144,2,0,14938.0,1,248469.0
1530.0,6,3.5,1974,1996.0,30318,1,1,9937.0,5,329069.0
1925.0,6,3.0,2018,,30338,1,1,8671.0,3,472856.0
2024.0,7,2.5,1973,,30030,1,1,14909.0,1,450478.0
3362.0,3,2.5,1960,2001.0,30080,1,0,10127.0,5,428030.0
2864.0,6,2.5,2017,,30144,2,1,14168.0,5,499115.0
1623.0,7,2.0,2019,1992.0,30338,1,0,7554.0,4,370869.0
2409.0,6,2.5,1972,,30338,1,1,6591.0,1,359707.0
1956.0,3,2.5,1992,,30080,1,1,15021.0,1,374450.0
2029.0,7,2.5,1962,,30030,2,1,13010.0,2,360806.0
2311.0,3,3.0,1996,,30318,2,0,15690.0,1,396990.0
2572.0,5,3.5,1999,2020.0,30338,2,1,9870.0,3,505461.0
1996.0,5,1.5,2001,,30328,1,1,8820.0,2,358533.0
2838.0,5,2.0,1990,,30309,1,1,17443.0,4,569798.0
1515.0,5,2.0,2000,,30328,1,1,5908.0,1,325082.0
2204.0,3,2.0,1989,,30338,1,1,17006.0,4,428567.0
3759.0,5,2.0,2009,1989.0,30144,2,1,17282.0,5,522842.0
2334.0,7,2.0,1962,,30338,2,1,15440.0,1,356605.0
3060.0,5,3.0,1984,,30305,1,1,9249.0,4,531976.0
2255.0,4,2.5,1979,2000.0,30144,2,1,8734.0,3,306757.0
2548.0,7,3.5,1988,,30338,2,1,11160.0,1,550270.0
2166.0,3,1.0,1960,,30309,1,1,6820.0,2,307823.0
2098.0,5,1.5,1973,,30030,2,0,8153.0,4,394818.0
1732.0,5,2.5,2018,,30318,1,1,14579.0,5,426860.0
2458.0,5,1.5,1957,2010.0,30318,1,1,14597.0,2,401984.0
1689.0,7,2.0,1995,,30080,1,1,7802.0,1,352024.0
2599.0,5,3.5,1997,1987.0,30080,2,1,14704.0,2,497497.0
2851.0,7,2.0,1984,,30328,2,1,13817.0,5,535988.0
2420.0,3,2.0,1952,,30318,1,1,18040.0,3,372709.0
2028.0,6,2.5,1952,,30080,2,1,14277.0,3,327658.0
2472.0,5,2.5,1969,,30305,1,1,16234.0,1,438802.0
2015.0,4,2.5,1957,,30030,1,1,13908.0,4,300333.0
2761.0,4,2.0,1956,,30338,1,1,15920.0,3,414029.0
1101.0,6,3.0,1961,,30080,2,0,6852.0,3,205019.0
1999.0,6,1.5,1963,,30318,2,1,11513.0,5,353836.0
1006.0,6,2.5,2010,,30080,1,1,11844.0,3,341556.0
1303.0,3,3.0,1995,1997.0,30301,2,1,11025.0,5,329973.0
3018.0,5,3.0,1952,,30030,2,0,13776.0,3,447652.0
2737.0,7,2.0,1995,,30301,2,1,14538.0,2,515941.0
1768.0,3,2.5,1959,,30338,1,1,13569.0,5,296131.0
1298.0,5,1.5,1980,,30305,2,0,11292.0,4,254124.0
600.0,5,2.0,1952,2012.0,30144,1,1,9057.0,4,189344.0
1874.0,7,1.5,1956,,30030,1,1,16389.0,2,331679.0
3652.0,4,3.0,1959,2015.0,30301,1,1,13399.0,4,483655.0
2461.0,5,2.0,1981,1992.0,30144,2,0,7926.0,3,289047.0
1864.0,6,3.0,1983,,30309,2,1,11225.0,1,429487.0
2479.0,3,1.5,1975,1997.0,30328,2,1,5027.0,2,331607.0
1263.0,7,3.0,1994,1980.0,30301,2,1,12141.0,5,325037.0
2022.0,7,3.0,2001,,30301,2,1,11206.0,3,438965.0
2260.0,6,1.5,2002,,30309,2,1,9702.0,4,522967.0
2148.0,6,1.0,1991,,30328,2,1,18338.0,1,429679.0
2674.0,6,1.5,1989,1999.0,30328,2,1,7375.0,2,440533.0
2407.0,6,3.0,1985,,30080,2,1,14826.0,5,493868.0
2601.0,7,2.0,1967,,30305,2,1,20747.0,3,552816.0
1787.0,5,2.5,1985,,30030,1,1,16309.0,5,465951.0
2739.0,5,2.5,1950,,30301,1,1,11874.0,5,291647.0
3177.0,6,3.0,2019,2003.0,30309,2,1,7464.0,2,684292.0
1618.0,3,2.5,1976,,30305,1,1,6552.0,5,314139.0
1667.0,7,2.5,2004,2009.0,30305,2,1,10354.0,4,548203.0
3001.0,6,3.5,2018,,30338,2,0,9252.0,1,537267.0
2085.0,6,2.0,1985,2007.0,30144,2,0,9122.0,1,258276.0
3042.0,4,3.0,2012,,30030,2,1,10695.0,1,554305.0
1934.0,4,1.5,1984,2015.0,30080,1,1,11591.0,4,332712.0
3073.0,5,2.5,1959,,30338,1,1,13941.0,1,449539.0
2279.0,6,3.0,1951,2017.0,30301,2,1,7049.0,2,403562.0
2355.0,6,3.0,1959,,30318,2,1,9271.0,3,365662.0
3139.0,6,3.0,2017,2004.0,30080,1,1,11361.0,1,524059.0
1983.0,7,2.0,1984,2015.0,30301,2,1,11218.0,2,420318.0
1635.0,7,2.5,1972,,30301,1,0,19346.0,4,369285.0
1931.0,6,2.0,1982,,30080,2,1,12929.0,5,368545.0
2471.0,4,2.5,1968,,30301,2,0,5546.0,3,338170.0
1261.0,5,2.5,2012,,30144,2,1,13673.0,4,376205.0
2582.0,5,2.0,2021,,30030,1,1,14183.0,3,587601.0
1877.0,6,2.0,1956,,30338,1,1,11499.0,3,307223.0
2889.0,7,2.0,2001,2015.0,30328,2,1,7146.0,3,473463.0
763.0,4,2.0,1974,,30301,2,1,19032.0,5,267765.0
1728.0,5,1.5,1953,,30318,1,0,7720.0,1,167781.0
1188.0,3,3.0,2016,,30080,1,0,14643.0,3,325638.0
1704.0,6,2.5,1954,,30144,2,1,12800.0,1,230325.0
2349.0,5,1.5,1964,,30328,1,1,14403.0,5,394776.0
2092.0,5,3.0,1951,,30080,2,1,18827.0,4,332943.0
2048.0,5,3.0,1983,,30030,1,1,14247.0,1,378653.0
2104.0,4,2.0,1993,2001.0,30301,1,1,9765.0,4,402617.0
2322.0,5,2.0,1973,,30338,1,1,16424.0,3,382511.0
1595.0,6,1.0,1955,,30338,2,1,9476.0,1,233956.0
2624.0,4,1.0,1958,,30328,2,0,12654.0,5,386133.0
2598.0,3,3.0,2017,,30030,1,1,6828.0,2,502387.0
2431.0,4,3.5,2008,1998.0,30144,1,1,7867.0,1,392291.0
2534.0,3,1.0,2017,2006.0,30328,2,1,12206.0,4,484185.0
2378.0,4,3.0,1988,2012.0,30309,1,0,13472.0,2,494423.0
3421.0,6,1.5,1989,,30144,2,1,5190.0,4,455321.0
2148.0,3,2.5,2006,1994.0,30144,2,1,13989.0,1,361889.0
2016.0,6,3.0,1994,,30030,1,1,8722.0,5,401714.0
1748.0,4,2.0,1981,,30338,1,1,17119.0,3,345582.0
1581.0,7,1.0,1971,,30301,2,1,10592.0,3,314583.0
1453.0,6,2.5,1984,1981.0,30318,1,1,7506.0,5,305182.0
1667.0,4,3.5,1954,,30305,2,1,12303.0,3,372529.0
2158.0,5,2.0,1963,1987.0,30328,1,0,8335.0,1,309200.0
2401.0,3,2.0,2003,,30080,2,1,17076.0,3,429426.0
2231.0,3,1.5,2012,2014.0,30309,1,1,12002.0,4,496551.0
1741.0,7,2.5,1957,2012.0,30144,2,1,11393.0,2,309290.0
2740.0,7,2.5,1956,2020.0,30305,2,1,14367.0,1,531477.0
2644.0,3,3.0,1956,,30301,1,1,7980.0,1,325723.0
2104.0,4,3.0,2006,1997.0,30144,2,0,6843.0,5,301535.0
1808.0,3,3.0,1972,,30301,2,1,13633.0,1,293277.0
2529.0,4,3.0,1973,,30030,2,1,7601.0,3,429960.0
2313.0,4,2.0,1950,,30030,1,1,7600.0,5,313014.0
1331.0,4,2.5,2020,2004.0,30309,1,1,15347.0,2,480541.0
2159.0,5,2.0,1981,1993.0,30301,1,0,14100.0,2,312054.0
2357.0,3,2.0,2007,,30309,2,0,6985.0,4,378369.0
1660.0,7,3.5,2000,1998.0,30301,2,1,9523.0,4,447788.0
2314.0,6,3.0,1960,,30030,1,1,8385.0,1,390774.0
1327.0,6,3.5,2007,2003.0,30080,1,1,19105.0,3,419899.0
3002.0,3,2.5,1989,,30144,2,1,15624.0,1,407130.0
2949.0,6,2.5,1993,2003.0,30080,2,1,10317.0,2,493352.0
2048.0,7,2.5,1964,,30030,1,1,14305.0,2,379876.0
2418.0,3,1.5,2010,1981.0,30080,1,0,6575.0,5,336824.0
754.0,6,2.0,2017,,30030,2,1,9309.0,5,376425.0
1506.0,4,2.5,1979,1998.0,30338,2,1,12419.0,4,376405.0
2024.0,6,1.5,1956,,30144,2,1,13809.0,4,252771.0
1557.0,5,3.5,2011,,30309,2,0,11610.0,1,431568.0
2629.0,7,1.5,2013,2013.0,30318,1,1,12992.0,1,483732.0
3398.0,3,2.0,1986,2019.0,30144,1,0,12313.0,4,430641.0
1494.0,4,3.0,1991,2001.0,30309,1,1,11346.0,3,384822.0
1698.0,4,1.5,1966,2021.0,30309,1,0,10815.0,3,308898.0
2341.0,4,3.5,1954,1987.0,30305,1,1,10295.0,4,448786.0
3167.0,4,3.0,2017,,30309,1,0,12928.0,2,584776.0
1467.0,4,1.5,1984,,30338,1,0,13643.0,4,287423.0
2349.0,3,3.0,1969,1987.0,30080,2,1,12793.0,4,322719.0
3293.0,6,2.5,1999,,30305,1,0,7286.0,2,516149.0
1209.0,5,3.0,1951,1989.0,30030,2,1,8004.0,4,300109.0
1431.0,7,3.0,1955,,30030,1,1,13596.0,1,327871.0
1946.0,6,3.0,1967,2000.0,30144,1,1,17887.0,2,377211.0
1888.0,3,2.5,1982,,30030,2,0,12610.0,4,374297.0
2688.0,3,2.0,1976,,30305,2,1,10353.0,5,492801.0
2345.0,5,3.0,1963,2021.0,30328,2,1,12897.0,1,424910.0
1135.0,5,3.5,1975,2001.0,30144,1,1,7453.0,4,206961.0
2509.0,4,2.5,1974,2002.0,30144,1,1,17236.0,3,347610.0
1853.0,6,3.0,1987,,30338,1,1,12746.0,4,403219.0
2965.0,5,2.5,1990,,30144,2,1,9322.0,4,380179.0
1823.0,6,3.0,2013,,30030,1,1,11333.0,1,465953.0
1818.0,3,3.5,2008,,30301,1,1,9892.0,4,423012.0
2525.0,7,2.0,1971,,30144,1,1,17247.0,2,424391.0
2658.0,4,2.0,2014,,30305,2,1,11191.0,1,520302.0
2469.0,5,2.5,1987,,30318,2,1,12621.0,3,498288.0
1189.0,5,2.5,1963,,30309,2,1,14295.0,1,279103.0
2523.0,7,2.5,1974,2006.0,30030,2,1,9037.0,4,449357.0
1579.0,4,1.0,2003,,30301,2,1,12775.0,3,359770.0
2341.0,4,2.5,2009,2004.0,30338,2,0,13098.0,3,405501.0
1346.0,4,2.5,1976,2004.0,30080,1,1,5784.0,1,207840.0
2468.0,4,2.5,1961,,30080,2,1,13011.0,4,370342.0
1716.0,3,3.0,1963,2012.0,30309,1,1,11817.0,1,339381.0
1430.0,3,3.0,1957,2019.0,30144,1,1,12520.0,2,241528.0
2628.0,4,2.5,2000,1991.0,30318,1,1,12143.0,2,404838.0
2345.0,5,3.0,1986,,30030,1,1,13037.0,4,474332.0
1832.0,4,2.5,1982,,30328,2,1,17349.0,3,435810.0
3071.0,4,2.5,1998,2015.0,30301,2,0,7282.0,5,470752.0
1936.0,6,2.5,2009,1983.0,30301,2,1,10631.0,5,420427.0
2219.0,4,1.5,2007,,30305,2,1,14666.0,4,446439.0
2361.0,7,2.0,1959,,30144,1,1,13924.0,1,291330.0
1828.0,6,2.5,1992,2000.0,30144,2,0,13838.0,4,364988.0
2483.0,3,3.0,2013,,30318,2,1,23014.0,2,541761.0
1880.0,4,3.0,2005,,30144,1,1,14457.0,5,351750.0
1953.0,3,1.5,1973,2013.0,30301,2,1,16524.0,5,303198.0
3018.0,4,2.5,1978,,30144,2,0,10772.0,1,360454.0
1576.0,4,2.0,2014,,30309,2,1,8028.0,1,351979.0
752.0,3,3.0,1952,,30301,2,0,10743.0,4,173360.0
3167.0,3,3.0,1987,,30030,2,1,14848.0,1,496056.0
3730.0,5,2.5,1958,,30318,2,1,13627.0,5,482756.0
1957.0,6,2.5,2014,,30309,1,1,13613.0,3,527124.0
1038.0,4,2.0,1952,,30030,2,1,11143.0,3,272437.0
2014.0,7,2.5,1951,,30309,1,1,10505.0,5,408996.0
2028.0,4,3.0,1973,,30030,1,1,11281.0,2,365366.0
2086.0,7,3.0,1964,,30305,2,0,14898.0,3,444717.0
1532.0,4,2.5,1985,,30301,1,1,15363.0,5,293496.0
2548.0,5,2.0,1971,1995.0,30309,2,1,7975.0,1,383367.0
2515.0,6,1.5,1975,1980.0,30338,1,1,15049.0,1,341051.0
1303.0,3,1.5,1990,,30309,1,1,9397.0,1,309567.0
2620.0,7,2.0,1990,,30305,1,1,13876.0,2,563048.0
3432.0,4,2.0,2017,2002.0,30030,1,1,11232.0,1,585519.0
2303.0,5,3.5,1984,,30328,2,1,18263.0,1,492966.0
1998.0,6,2.5,1990,1993.0,30318,1,1,10328.0,5,362870.0
2115.0,6,2.0,1998,1999.0,30309,2,0,12714.0,3,464495.0
2569.0,3,1.5,1962,,30301,2,0,14426.0,2,365806.0
1162.0,7,2.0,1998,1992.0,30301,1,0,8504.0,3,302880.0
2299.0,6,3.0,2012,,30030,2,1,11709.0,5,543063.0
1966.0,7,2.0,1972,2022.0,30301,1,1,10934.0,3,338989.0
3309.0,5,3.0,1962,,30309,1,1,9945.0,3,545078.0
2095.0,6,3.0,1974,2020.0,30144,2,0,10241.0,5,364902.0
3201.0,5,1.5,1969,,30318,2,1,16448.0,1,393648.0
1538.0,7,2.5,1992,,30030,2,0,9606.0,3,359111.0
2552.0,7,3.5,2012,2017.0,30318,1,1,14266.0,4,530941.0
2392.0,7,2.5,1992,1997.0,30144,1,1,13258.0,3,402522.0
1679.0,5,1.5,1959,2006.0,30080,2,1,6412.0,5,285297.0
2306.0,6,3.5,1972,,30328,2,0,14077.0,5,453920.0
2928.0,4,3.0,1999,,30030,2,1,6346.0,2,512859.0
2006.0,5,2.5,1973,,30318,1,1,14512.0,5,383604.0
1185.0,6,2.5,1992,,30144,2,1,9971.0,2,304093.0
2189.0,3,2.0,1999,,30318,1,0,12033.0,2,340473.0
1659.0,6,3.0,1973,,30080,1,1,6823.0,5,403160.0
1995.0,3,2.5,1996,,30338,1,1,12490.0,1,348208.0
2151.0,5,1.0,1978,,30338,1,1,15708.0,2,339846.0
1177.0,5,3.0,1959,,30318,2,1,8772.0,4,216356.0
1231.0,5,3.5,1976,,30080,1,1,9571.0,3,269886.0
2489.0,5,3.0,1981,1994.0,30030,2,1,13818.0,5,463062.0
1886.0,5,2.0,1950,2007.0,30080,1,1,13918.0,2,321126.0
661.0,5,1.5,2014,2010.0,30080,2,1,2263.0,3,164142.0
2671.0,5,3.5,1988,,30305,1,0,20062.0,1,543367.0
2363.0,5,3.5,1952,2006.0,30080,1,1,14114.0,2,351888.0
1772.0,6,2.5,2012,,30080,1,0,14788.0,1,381627.0
1410.0,5,2.5,2011,,30309,2,1,11426.0,4,459894.0
2701.0,6,2.5,1950,,30144,1,1,4579.0,2,345627.0
2410.0,7,2.5,1961,,30328,2,1,14699.0,4,425552.0
3630.0,7,1.5,1976,2011.0,30309,2,1,9739.0,2,597970.0
2452.0,3,1.5,1986,,30309,1,1,14176.0,3,403882.0
2433.0,6,2.0,2002,2018.0,30318,2,1,11125.0,5,463794.0
2100.0,4,3.0,1980,,30301,1,0,12952.0,5,345980.0
2690.0,3,1.5,1994,,30030,1,1,8900.0,1,419582.0
2575.0,6,2.0,1950,,30030,1,1,15458.0,4,406106.0
2951.0,3,2.5,1997,,30030,2,1,7246.0,5,558653.0
1887.0,7,2.0,2015,1980.0,30328,2,1,20982.0,4,576858.0
1939.0,6,2.0,1987,,30318,1,0,20952.0,1,370679.0
1913.0,7,2.5,1982,,30030,1,0,18531.0,4,454348.0
2674.0,6,2.0,1971,,30080,2,1,17102.0,4,415792.0
3099.0,7,2.5,2018,2002.0,30301,1,1,11662.0,4,601140.0
1925.0,3,3.5,1952,1999.0,30318,2,1,16666.0,3,316280.0
1945.0,7,2.0,1970,,30144,2,1,11615.0,3,272336.0
2388.0,3,3.5,1959,2003.0,30080,1,1,5786.0,4,316044.0
2053.0,4,3.5,2012,,30144,2,1,18013.0,3,446642.0
2771.0,3,3.0,1984,,30305,1,1,16515.0,4,547714.0
849.0,5,2.5,2016,,30328,2,1,11875.0,4,417146.0
1704.0,6,2.5,1997,1990.0,30305,1,1,7099.0,2,400724.0
1731.0,4,2.5,1990,,30080,2,1,9655.0,4,326232.0
808.0,7,3.0,1987,1994.0,30328,2,1,4715.0,4,331311.0
1622.0,6,1.0,1964,,30309,1,1,15780.0,3,302602.0
1651.0,6,3.5,1990,,30301,1,1,5587.0,4,296586.0
2079.0,7,2.5,1999,2017.0,30030,2,1,13147.0,1,513496.0
2868.0,5,3.0,2019,1994.0,30080,2,1,8625.0,2,464936.0
2053.0,4,2.0,1989,1980.0,30080,1,1,6293.0,4,312267.0
1582.0,7,1.0,2017,,30144,1,0,12953.0,5,356217.0
2166.0,5,2.5,2018,,30080,1,1,10665.0,4,447499.0
2830.0,6,2.5,1987,1999.0,30080,2,1,15353.0,4,526115.0
1614.0,4,2.5,1981,2018.0,30080,2,1,6930.0,2,321451.0
1654.0,4,2.0,1960,,30144,1,1,8971.0,4,218095.0
2535.0,3,2.0,1969,2004.0,30328,1,0,2449.0,2,292559.0
2067.0,4,2.5,2013,,30030,1,1,3263.0,1,383960.0
2588.0,3,2.0,1959,,30080,1,1,19193.0,2,329809.0
2192.0,6,3.5,1978,,30305,2,1,20334.0,4,536182.0
2621.0,3,2.0,2000,,30030,2,1,12371.0,5,566958.0
1579.0,6,2.0,1967,,30318,2,1,8705.0,3,290855.0
2193.0,7,2.0,2020,,30305,1,0,10806.0,5,548161.0
2074.0,6,2.5,1996,1987.0,30305,1,0,15494.0,4,462265.0
1470.0,5,2.5,1952,2009.0,30305,1,0,9942.0,3,330969.0
1262.0,3,2.5,1967,,30144,1,1,12951.0,5,243185.0
2611.0,7,3.5,2003,2017.0,30030,2,1,11949.0,3,620415.0
1989.0,3,2.0,2012,,30301,1,1,9725.0,3,370855.0
1587.0,6,3.0,2016,,30338,2,1,9895.0,4,485580.0
2142.0,6,1.0,2011,,30338,1,1,13173.0,4,498275.0
2877.0,3,2.0,1955,1999.0,30328,2,0,8092.0,3,382903.0
832.0,6,2.5,2002,,30338,1,1,13807.0,3,341058.0
1302.0,3,1.0,1957,,30144,1,1,10114.0,5,183923.0
1646.0,4,2.5,1955,2012.0,30328,1,1,12509.0,1,287422.0
3077.0,7,3.0,1999,,30338,2,1,17536.0,1,581936.0
2370.0,7,3.0,1984,,30338,2,1,11327.0,3,473825.0
2660.0,4,2.5,1996,,30318,2,1,15679.0,1,405551.0
1516.0,7,2.5,2011,,30144,2,0,4832.0,2,330587.0
1528.0,7,2.0,1954,1991.0,30318,1,0,10119.0,3,256226.0
2469.0,6,1.0,1987,,30080,1,0,12111.0,3,353913.0
2235.0,3,1.5,2010,,30338,1,1,19693.0,2,448005.0
2529.0,4,3.0,1981,2015.0,30030,1,1,4160.0,2,414129.0
2087.0,6,3.5,1987,,30030,1,1,11615.0,4,461392.0
2367.0,7,1.0,1985,1992.0,30030,1,1,17827.0,5,506487.0
2295.0,7,2.5,2015,1999.0,30338,2,1,8860.0,4,517131.0
2667.0,5,3.0,1953,,30338,1,1,11149.0,3,374816.0
2684.0,4,3.0,2013,1987.0,30328,1,1,13327.0,1,497305.0
1228.0,7,2.5,2008,,30318,1,1,12738.0,2,412833.0
852.0,4,2.5,2008,1980.0,30030,2,0,18263.0,3,300465.0
2801.0,4,3.0,1979,,30080,2,0,13794.0,2,400020.0
2913.0,7,3.0,1987,1982.0,30030,2,1,17311.0,4,597298.0
1588.0,5,1.5,1976,,30030,1,1,10560.0,2,309372.0
1084.0,4,3.5,1968,2019.0,30080,1,1,9038.0,5,243198.0
2259.0,3,1.0,2013,,30318,1,1,11097.0,2,359663.0
2759.0,5,3.0,1986,1983.0,30301,2,1,7364.0,3,425364.0
3279.0,7,1.5,2002,2011.0,30318,1,1,13934.0,4,600273.0
2510.0,5,2.0,1957,,30030,1,0,10456.0,2,349669.0
1977.0,6,1.0,2006,,30080,1,0,9313.0,4,319315.0
1664.0,4,2.5,1997,,30328,1,1,13995.0,3,376439.0
2207.0,6,2.0,2021,2017.0,30080,1,1,7425.0,4,460384.0
2020.0,6,2.0,1959,1990.0,30301,2,0,15082.0,3,319288.0
1591.0,6,2.5,1988,,30338,2,0,10087.0,5,368811.0
3429.0,6,2.5,1986,,30030,1,1,16636.0,4,615664.0
3271.0,5,3.0,1988,2012.0,30328,1,1,10429.0,1,528641.0
2882.0,4,3.0,1953,,30030,2,0,14528.0,3,505838.0
1647.0,6,3.0,1984,,30328,2,1,12718.0,5,413956.0
2713.0,7,1.5,1971,,30328,2,1,14976.0,2,482497.0
2584.0,7,2.0,1994,2004.0,30338,2,1,12440.0,3,487933.0
2466.0,4,3.5,1966,,30080,1,1,5346.0,4,347303.0
2950.0,6,1.5,1981,1990.0,30309,1,1,16035.0,2,561324.0
2581.0,3,2.5,1994,,30309,1,1,11649.0,3,450210.0
2644.0,5,3.5,1954,2006.0,30318,1,1,15158.0,3,454076.0
2582.0,5,3.5,2006,,30305,1,1,14761.0,1,525846.0
2404.0,4,2.5,2001,,30318,1,1,8907.0,1,357028.0
1130.0,7,3.0,1954,,30318,2,1,8341.0,3,284209.0
2250.0,7,2.5,1954,1983.0,30309,2,1,14621.0,1,432350.0
1866.0,3,3.0,2011,1985.0,30318,2,1,10787.0,5,342657.0
1432.0,4,1.0,1970,,30328,1,1,15746.0,3,330492.0
3209.0,4,1.5,2011,,30030,1,0,11287.0,4,510522.0
3237.0,7,2.5,1985,,30309,2,1,16094.0,2,615995.0
3016.0,5,2.0,1974,2004.0,30080,2,1,13693.0,2,497071.0
2353.0,6,3.0,1969,,30328,2,1,13152.0,3,441690.0
3010.0,7,2.0,1997,1984.0,30030,2,1,10504.0,4,564949.0
2207.0,6,3.0,1957,1998.0,30305,1,1,12930.0,2,398664.0
2322.0,3,3.0,1978,1984.0,30305,2,1,16771.0,2,398446.0
1544.0,3,2.5,1974,,30328,1,0,11783.0,1,249815.0
2438.0,4,3.0,1961,2000.0,30318,1,1,14125.0,3,415882.0
2236.0,4,2.0,1975,2014.0,30328,2,1,12185.0,4,435582.0
1418.0,6,2.5,1988,,30305,1,1,12498.0,3,368054.0
2169.0,3,2.0,1998,,30328,1,1,18894.0,2,439248.0
